Time, флаг остановленного двс, флаг холостого хода, флаг мощностное обогащение, флаг блокировки топлива, флаг зоны регулирования по дк, флаг попадания в зону детонации, флаг разрешения продувки адсорбера, флаг сохранения обучения по дк, признак наличия холостого хода в прошлом цикле вычислений, разрешение блокировки выхода из режима холостого хода, признак обнаружения детонации, текущее состояние ДК, режимная точка RPM-GBC 3D, температура ОЖ, состав смеси, RCO, Дроссель, обороты двс, обороты двс на ХХ, время цикла, желаемое рхх, текущее рхх, коэфицент коррекции времени впрыска, фаза впрыска, уоз, коррекция уоз 1ц, коррекция уоз 2ц, коррекция уоз 3ц, коррекция уоз 4ц, АЦП ДД, АЦП ДМРВ, АКБ, АЦП RCO, АЦП ДПДЗ, АЦП ДТОЖ, АЦП ДТВ, АЦП ДК, флаг готовности ДК, Флаг нагрева ДК, октан корректор, скорость авто, желаемые обороты хх, температура воздуха, Коэффициент коррекции GTC при обогащении, Коэффициент коррекции GTC при обеднении, Время впрыска, Массовый расход воздуха, Цикловой расход воздуха, Часовой расход топлива, DAD_RT, Т-Заряда, Коэф-т коррекции ЦН по ТЗ, Коррекция уоз по детонации, Обороты блокировки впрыска на лаунче, Мультипликативная коррекция топливоподачи, Коэффициент выбора тзаряда, Поправка цн по дросселю, поправка ЦН по давлению, Коррекция уоз по температуре(общая), AFR_WBL, Коррекция цн по управлению доп выводами по карте, JUFRXX, JUFRXX1, JUFRXX2, Коррекция времени впрыска по дельте рампа ресивер, dop_flag, tle_8_16, TURBO DYNAMICS, WGDC, Фаза, Коррекция уоз по доп топливу, TWAT_RT, RPM_RT, RPM_TRT_RT, Зона ПХХ, Коррекция уоз на лаунче, GBC_RT, GBC_DAD, GBC_DAD_FIN, PRESSURE J7ES, Обогащение по давлению, TARGET_BOOST, NOISE_HIP, AFR_LC, Давление в коллекторе, Ошибка оборотов
2.73, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 915, 920, 5459, 26, 26, 1, 0, 11, 0, 0, 0, 0, 0, 0.41, 14.04, 0.55, 0.37, 2.05, 3.48, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.71, 9, 89, 0.86, 16, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 34, 1243, 538, 26, 0, 616.53, 45, 0, 0, -5
2.94, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 906, 910, 5518, 26, 26, 1, 0, 11.5, 0, 0, 0, 0, 0, 0.41, 14.14, 0.55, 0.37, 2.05, 3.48, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.74, 9, 90, 0.86, 19, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1259, 545, 26, 0, 616.53, 45, 0, 0, -4
3.15, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 32, 40, 14.7, 0.09, 0, 891, 890, 5608, 26, 26, 1, 0, 13, 0, 0, 0, 0, 0, 0.43, 14.14, 0.55, 0.37, 2.05, 3.48, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.72, 9, 90, 0.82, 15, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.84375, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 6, 0, 0, 0, 34, 1287, 542, 25, 0, 616.53, 45, 0, 0, 1
3.37, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 911, 910, 5485, 26, 26, 1, 0, 11.5, 0, 0, 0, 0, 0, 0.41, 14.04, 0.55, 0.35, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.76, 10, 91, 0.88, 4, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1273, 551, 22, 0, 616.53, 45, 0, 0, 1
3.57, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 912, 910, 5479, 26, 26, 1, 0, 11.5, 0, 0, 0, 0, 0, 0.41, 14.23, 0.55, 0.37, 2.03, 3.48, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.74, 9, 90, 0.86, 19, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1259, 545, 26, 0, 616.53, 45, 0, 0, 2
3.78, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 912, 910, 5481, 26, 26, 1, 0, 11.5, 0, 0, 0, 0, 0, 0.39, 14.23, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.74, 9, 90, 0.86, 15, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1259, 545, 25, 0, 616.53, 45, 0, 0, 2
3.99, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 919, 920, 5435, 26, 26, 1, 0, 11, 0, 0, 0, 0, 0, 0.37, 14.14, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.66, 9, 87, 0.84, 15, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.859375, 10.5, 0.5, 1, 900, 1250, 1890, 0.89453125, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 33, 1228, 527, 25, 0, 616.53, 45, 0, 0, -1
4.13, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 32, 40, 14.7, 0.09, 0, 888, 890, 5625, 26, 26, 1, 0, 13, 0, 0, 0, 0, 0, 0.37, 14.14, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.66, 9, 87, 0.8, 15, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.84375, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 6, 0, 0, 0, 32, 1243, 524, 25, 0, 616.53, 45, 0, 0, -2
4.33, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 32, 40, 14.7, 0.09, 0, 885, 890, 5649, 26, 26, 1, 0, 13, 0, 0, 0, 0, 0, 0.41, 14.04, 0.55, 0.35, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.72, 9, 90, 0.82, 8, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.84375, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 6, 0, 0, 0, 34, 1287, 542, 23, 0, 616.53, 45, 15.16, 0, -5
4.56, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 32, 40, 14.7, 0.09, 0, 893, 890, 5599, 26, 26, 1, 0, 13, 0, 0, 0, 0, 0, 0.41, 14.14, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.72, 9, 90, 0.82, 19, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.84375, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 6, 0, 0, 0, 34, 1287, 542, 26, 0, 616.53, 45, 15.2, 0, 3
4.77, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 900, 900, 5552, 26, 26, 1, 0, 12, 0, 0, 0, 0, 0, 0.39, 14.14, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.75, 9, 91, 0.88, 22, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1273, 551, 28, 0, 616.53, 45, 15.44, 0, 0
4.98, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 916, 920, 5455, 26, 26, 1, 0, 11, 0, 0, 0, 0, 0, 0.39, 14.23, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.74, 9, 90, 0.86, 19, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1259, 545, 26, 0, 616.53, 45, 15.42, 0, -4
5.2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 913, 910, 5471, 26, 26, 1, 0, 11.5, 0, 0, 0, 0, 0, 0.41, 14.14, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.74, 9, 90, 0.86, 19, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1259, 545, 26, 0, 616.53, 45, 15.32, 0, 3
5.42, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.7, 0.09, 0, 917, 910, 5452, 26, 26, 1, 0, 11.5, 0, 0, 0, 0, 0, 0.41, 14.14, 0.55, 0.37, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 2.74, 9, 90, 0.86, 19, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.8671875, 10.5, 0.5, 1, 900, 1250, 1890, 0.8984375, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 35, 1259, 545, 26, 0, 616.53, 45, 15.11, 0, 7
5.63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 33, 40, 14.64, 0.09, 1, 927, 930, 5391, 26, 26, 1, 0, 12, 0, 0, 0, 0, 0, 0.39, 14.14, 0.55, 0.45, 2.03, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 2.49, 0, 2.66, 9, 87, 0.84, 15, 34, 0.796875, 0, 7600, 1, 0.296875, 1, 0.859375, 10.5, 0.5, 1, 900, 1250, 1890, 0.89453125, 0, 79, 0, 0, 372, 0, 16, 10, 1, 0, 0, 33, 1228, 527, 25, 0, 616.53, 45, 15.11, 0, -3
5.83, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 40, 14.7, 0.09, 0, 1061, 1060, 4710, 25, 25, 1, 0, 12, 0, 0, 0, 0, 0, 0.47, 14.23, 0.55, 0.39, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 3.78, 14, 118, 1.34, 29, 34, 0.796875, 0, 7600, 1, 0.3203125, 1, 0.953125, 10.5, 0.5, 1, 1060, 1250, 1890, 0.90234375, 0, 79, 0, 0, 372, 0, 16, 22, 17, 0, 0, 50, 1492, 711, 30, 0, 616.53, 45, 14.99, 0, 1
6.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 41, 14.64, 0.09, 2, 1244, 1240, 4018, 23, 23, 1, 0, 17, 0, 0, 0, 0, 0, 0.49, 14.23, 0.55, 0.47, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0.05, 0, 3.39, 17, 118, 1.56, 37, 34, 0.796875, 0, 7600, 1, 0.3359375, 1, 0.828125, 10.5, 0.5, 1, 1020, 1250, 1890, 0.90625, 0, 79, 0, 0, 372, 0, 16, 34, 18, 0, 0, 51, 1726, 714, 33, 0, 616.53, 45, 14.55, 0, 4
6.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 41, 14.64, 0.09, 8, 1272, 1270, 3929, 24, 24, 1, 0, 17, 0, 0, 0, 0, 0, 0.7, 14.04, 0.55, 0.7, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 4.42, 25, 167, 2.28, 66, 34, 0.796875, 0, 7600, 1, 0.3515625, 1, 1.03125, 10.5, 0.5, 1, 1020, 1250, 1890, 0.9140625, 0, 79, 0, 0, 372, 0, 16, 35, 66, 0, 0, 78, 1990, 1026, 42, 0, 616.53, 45, 15.98, 0, 2
6.48, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 83, 41, 14.7, 0.09, 0, 1513, 1510, 3303, 23, 23, 1, 0, 10, 0, 0, 0, 0, 0, 0.55, 14.04, 0.55, 0.37, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 4.02, 27, 149, 2.64, 50, 34, 0.796875, 0, 7600, 1, 0.39453125, 1, 0.984375, 10.5, 0.5, 1, 1360, 1250, 1890, 0.91015625, 0, 79, 0, 0, 372, 0, 16, 45, 3, 0, 0, 68, 1800, 885, 37, 0, 616.53, 45, 18.17, 0, 3
6.69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 41, 14.64, 0.09, 27, 1799, 1800, 2779, 25, 25, 1, 0, 21, 0, 0, 0, 0, 0, 0.51, 13.95, 0.55, 1.43, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 3.82, 30, 140, 2.7, 44, 34, 0.796875, 0, 7600, 1, 0.3984375, 1, 1.0546875, 10.5, 0.5, 1, 1360, 1250, 1890, 0.90234375, 0, 79, 0, 0, 378, 0, 16, 56, 68, 0, 0, 63, 1609, 848, 35, 0, 616.53, 45, 14.39, 0, -1
6.89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 41, 14.64, 0.09, 22, 1537, 1540, 3252, 26, 26, 1, 0, 19, 0, 0, 0, 0, 0, 0.72, 13.86, 0.55, 1.23, 2.01, 3.46, 0.45, 0, 1, 0, 0, 900, 22, 0, 0, 5.16, 36, 199, 3.24, 80, 34, 0.796875, 0, 7600, 1, 0.4296875, 1, 1.0546875, 10.5, 0.5, 1, 1360, 1250, 1890, 0.92578125, 0, 79, 0, 0, 372, 0, 16, 45, 99, 0, 0, 96, 2283, 1203, 47, 0, 616.53, 45, 14.01, 0, -3
7.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 41, 14.64, 0.09, 14, 1624, 1630, 3077, 27, 27, 1, 0, 20, 0, 0, 0, 0, 0, 0.57, 14.14, 0.55, 0.94, 2.01, 3.46, 0.45, 0, 1, 0, 1, 900, 22, 0, 0, 4.11, 29, 153, 2.68, 54, 34, 0.796875, 0, 7600, 1, 0.40234375, 1, 1.03125, 10.5, 0.5, 1, 1360, 1250, 1890, 0.91015625, 0, 79, 0, 0, 372, 0, 16, 50, 67, 0, 0, 70, 1785, 920, 39, 0, 616.53, 45, 16.26, 0, -6
7.31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 41, 14.64, 0.09, 10, 1559, 1560, 3206, 28, 28, 1, 0, 19, 0, 0, 0, 0, 0, 0.64, 14.04, 0.55, 0.78, 2.01, 3.46, 0.45, 0, 1, 0, 1, 900, 22, 0, 0, 4.5, 32, 171, 2.84, 73, 34, 0.796875, 0, 7600, 1, 0.39453125, 1, 1.0390625, 10.5, 0.5, 1, 1360, 1250, 1890, 0.9140625, 0, 79, 0, 0, 372, 0, 16, 46, 83, 0, 0, 80, 2005, 1041, 45, 0, 616.53, 45, 14.7, 0, -1
7.53, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 67, 41, 14.7, 0.09, 0, 1616, 1620, 3094, 28, 28, 1, 0, 12, 0, 0, 0, 0, 0, 0.53, 14.04, 0.55, 0.39, 2.01, 3.46, 0.45, 0, 1, 0, 2, 900, 22, 0, 0, 3.9, 27, 144, 2.44, 42, 34, 0.796875, 0, 7600, 1, 0.3984375, 1, 1.03125, 10.5, 0.5, 1, 1610, 1250, 1890, 0.90625, 0, 79, 0, 0, 372, 0, 16, 48, 3, 0, 0, 65, 1668, 860, 34, 0, 616.53, 45, 15.49, 0, -4
7.73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 41, 14.64, 0.09, 5, 1312, 1310, 3810, 28, 28, 1, 0, 17.5, 0, 0, 0, 0, 0, 0.51, 14.14, 0.55, 0.59, 2.01, 3.46, 0.45, 0, 1, 0, 2, 900, 22, 0, 0, 3.58, 20, 129, 1.82, 40, 34, 0.796875, 0, 7600, 1, 0.35546875, 1, 0.9765625, 10.5, 0.5, 1, 1600, 1250, 1890, 0.90234375, 0, 79, 0, 0, 372, 0, 16, 37, 34, 0, 0, 57, 1595, 778, 34, 0, 616.53, 45, 14.04, 0, 2
7.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 41, 14.64, 0.09, 8, 1040, 1040, 4806, 27, 27, 1, 0, 13, 0, 0, 0, 0, 0, 0.72, 14.32, 0.55, 0.7, 2.01, 3.46, 0.45, 0, 1, 0, 4, 900, 22, 0, 0, 4.1, 19, 152, 1.68, 80, 34, 0.796875, 0, 7600, 1, 0.33984375, 1, 0.8828125, 10.5, 0.5, 1, 1600, 1250, 1890, 0.91796875, 0, 79, 0, 0, 372, 0, 16, 19, 81, 0, 0, 70, 2093, 923, 47, 0, 616.53, 45, 13.95, 0, 0
8.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 41, 14.64, 0.09, 3, 882, 880, 5666, 28, 28, 1, 0, 7.5, 0, 0, 0, 0, 0, 1, 13.95, 0.55, 0.51, 1.99, 3.46, 0.45, 0, 1, 0, 4, 900, 22, 0, 0, 5.52, 22, 213, 1.98, 125, 34, 0.796875, 0, 7600, 1, 0.359375, 1, 0.8515625, 10.5, 0.5, 1, 1600, 1250, 1890, 0.94140625, 0, 79, 0, 0, 372, 0, 16, 6, 128, 0, 0, 105, 3015, 1283, 62, 0, 616.53, 45, 17.71, 0, 2
